D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_049.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_049.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_049.jpg,0,0,0,7.89E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_161.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_161.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_161.jpg,0,0,0,7.92E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_273.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_273.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_273.jpg,0,0,0,7.90E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_389.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_389.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_389.jpg,0,0,0,7.80E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_502.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_502.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_502.jpg,0,0,0,7.86E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_604.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_604.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_604.jpg,0,0,0,7.88E-05
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_706.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_706.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_706.jpg,0,0.1054884,0,0.03170219
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_817.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_817.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_817.jpg,0,0.4172313,0,0.5246806
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_05_925.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_05_925.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_05_925.jpg,-0.3151824,0.7324136,0,1.168342
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_06_025.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_06_025.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_06_025.jpg,-0.008536518,1,0,2.594083
D:\Projects\Virtual Self Driving Car\data\IMG\center_2024_07_03_19_38_06_129.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\left_2024_07_03_19_38_06_129.jpg, D:\Projects\Virtual Self Driving Car\data\IMG\right_2024_07_03_19_38_06_129.jpg,0,1,0,3.766405
